student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
b1613ef28498d339208cbf2bc15fdd22,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-06,Attending,Daily ,Always on time. Went above and beyond [REDACTED] about all patients on service (even when not asked to). Was very impressed with this. Spent free time on service learning about urology as much as possible. We perform a lot of difficult and complex surgeries that are only performed at a handful of centers across the country and [REDACTED] was full invested [REDACTED][REDACTED] care plans and learned as much as possible.,[REDACTED] oftentimes had great questions and comments regarding cases. I would encourage [REDACTED] to speak up more often!,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,[REDACTED] was a pleasure to work with . She did [REDACTED] job picking up a patient [REDACTED] when the interns were off. She gave great presentations – well organized with a prioritized and appropriately detailed problem list and plan. Shows empath and good communication skills at [REDACTED].,doing [REDACTED] job. can continue practicing coming up with the ddx and management plan independently first before asking team. When you read about patients bring clinical points you’ve learned to rounds to share with team and teach your peers.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,[REDACTED] consistently demonstrated improvement throughout the clerkship. She took thorough histories from [REDACTED]. She was [REDACTED] concisely summarize a patient's presentation by [REDACTED] I worked with her. She frequently brought in [REDACTED] her patient's presentation.,She can continue to work on expanding her differentials for common [REDACTED] presentations and continue to build frameworks[REDACTED] think through presenting symptoms.,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"[REDACTED] was an absolute joy to work with! She is kind, consistent, and always ready [REDACTED]. Of the students I’ve worked with [REDACTED], she is the absolutely best with patients.",Her presentations are very thorough but could [REDACTED] concise.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"[REDACTED] is a master communicator who developed impressive levels of rapport with her patients and communicated plans in a patient-friendly and clear way. She routinely elicited the patient’s perspective and opinions on team rounds, which sometimes led to changes [REDACTED][REDACTED]’s approach to treatment or disposition. Her fund of knowledge is excellent for her level of training and she is an engaged learner and active team member who is immediately responsive to feedback.","Patient [REDACTED] well-prepared and thorough, but were sometimes long and excessively detailed early [REDACTED][REDACTED]. Excellent progress was made throughout [REDACTED] in [REDACTED] and drawing attention to key information or diagnoses. Continue honing this skill by cutting tangential information from [REDACTED] (this information can always be shared if questions arise) and focusing [REDACTED] most likely differential items or key treatments of [REDACTED] major problems in [REDACTED].",3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-13,Attending,Daily ,She had one particlarly difficult case of a transplant patient [REDACTED] ill - she communicated very well with consultants and was an exemplarly advocate. The patient [REDACTED] with [REDACTED].,Continue to read up [REDACTED] - that is the best way of learning medicine - already doing [REDACTED] job!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-13,Resident,Daily ,"[REDACTED] is incredibly smart and has an excellent fund of knowledge. Multiple times throughout the rotation she brought teaching points to rounds to reinforce key topics to other learners and clarify the most up to date recommendations. She is an excellent teacher, student, and leader! She is clearly loved by colleagues and patients alike as throughout the rotation I was [REDACTED] witness her interactions with others and observe how comfortable and grateful they are for her. [REDACTED] had one particularly complicated patient [REDACTED] of a kidney transplant and, [REDACTED] his immunocompromised state, had endophthalmitis requiring enucleation. [REDACTED] navigated this case exceptionally well. First, I was impressed with her understanding of [REDACTED]. She clearly had spent time reading and understood her patients clinical picture, including his history or kidney transplant, his level or immunosuppression, and the severity of his infection. Second, [REDACTED] demonstrated her excellent communication skills as she seamlessly navigated multiple consultants including ophthalmology, nephrology, [REDACTED], palliative care, and surgical ICU. Numerous consultant teams commented [REDACTED] excellent work [REDACTED] did. Finally, [REDACTED] went above and beyond for this patient [REDACTED]. It was a very difficult time for the patient [REDACTED], but they trusted [REDACTED] and she always made time to be there for them at [REDACTED] scary time in [REDACTED]. [REDACTED] is one of the best students I have worked with and would jump at [REDACTED] work with her again! She is a great team player and a leader. Patients are lucky to have her on their team!","Incredible work! I have seen you stay up so many times to help your colleagues and your patients—keep it up! Your fund of knowledge is excellent, keep reading and building it up more!",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-13,Resident,Daily ,"[REDACTED] did a [REDACTED] job managing challenging patients and incorporating evidenced based medicine into her plans. Her empathy and ability to connect with patients, identify psychosocial barriers, and advocate for her patient's goals is well beyond her level of training. Strong communication skills and ability to involve all members of the healthcare team to best advocate for her patients.",[REDACTED] job incorporating feedback and taking initiative!,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Resident,Daily ,"Exceptionally self motivated and a very helpful team player. She learned [REDACTED] complete patient instructions and worked on them without being asked. [REDACTED] synthesized information from [REDACTED] her presentation and discussed pertinent positives and negatives for the disease that her patients had, [REDACTED] discussing hiccups, N/V, and vision changes for an NMO patient [REDACTED] by the [REDACTED] resident note.","Continue to find ways to help out the team throughout [REDACTED], gain more hands on experience making acute management decisions in [REDACTED].",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Resident,Daily ,[REDACTED] was an excellent member of the team. She helped out the other medical student who did not know [REDACTED] write hand offs. Her own hand offs were very concise and had relevant information. Her presentations were very thorough as she went problem by problem.,She would write a lot down on paper and I encouraged her to get [REDACTED][REDACTED] going more from [REDACTED]. She was a very solid student.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Resident,Occasional ,"Obtained physical exam in a concise, yet comprehensive. You also obtained history on patients that aided in [REDACTED] and treatment of patients while you on service.",Did [REDACTED] job given it was one of the first rotations of [REDACTED].,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Resident,Daily ,"I worked with [REDACTED] [REDACTED] consults service, and though we saw new patients together, she [REDACTED] necessarily need me to be present. After doing so a couple times I would have trusted her to see patients on her own, [REDACTED] the subsequent history.",Nothing out of the ordinary for a 3rd yr med student. Little stylistic things will come with time!,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Resident,Daily ,Team player and knows strengths and weaknesses well. Works to integrate information into assessment and plan.,Continue to absorb new information and treatment plans,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,4.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Attending,Daily ,"This student reads widely, so she is proficient in [REDACTED].",This student can reach another level when she sees more patients.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,,4.0,4.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Attending,Occasional ,Very thorough in [REDACTED]. Learned in [REDACTED] the clinical field of sleep medicine very well,Continue to improve at [REDACTED] read more,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-08-29,Attending,Once,"Organized, clear presentations with complex patients",Continue to use a problem based focus when assessing patients,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,4.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-13,Resident,,,,,,,,,,,,,,,,,,,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-13,Gynecology Service,Occasional ,"Always very prepared for cases - always knew the patient's history, indication for surgery. Very helpful [REDACTED][REDACTED] understood the flow of things. Would consistently round on her post-op patients and would write excellent notes that required little to no editing which was extremely helpful. Gave two excellent presentations - the first about post-abortal hemorrhage and the second about the revised markov model for oophorectomy at [REDACTED] hysterectomy. Her slides were clear and concise, she gave an appropriate background with each presentation giving the listeners excellent context to understand the relevance of the study which demonstrates that she understood why the study was important and it's clinical relevance. Multiple people commented about how excellent these presentations were!","Every technical skill requires [REDACTED]! Continue to [REDACTED] suturing - elevate the skin and show yourself the tissue, though counterintuitive, tension with your [REDACTED] hand helps to drive the needle through. [REDACTED] pronating and supinating to suture ergonomically which helps with efficiency. Similarly, knot tying takes [REDACTED] - [REDACTED] do this with any two strings (ex - scrub pants!) to help master the movements.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-03,Attending,,,,,,,,,,,,,,,,,,,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-03,Faculty Mentor,Weekly ,[REDACTED] was a pleasure to work with on this rotation. Proficient at [REDACTED] exams. Thorough but efficient history taking. [REDACTED] job at [REDACTED] assessment and plans. Willingly volunteered to spend extra time in [REDACTED]. Great attitude. Established great patient rapport.,Should continue to work on efficiency [REDACTED][REDACTED] suturing skills,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
b16c074a7ef58fec035dceda0316c771,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-03,Resident,,,,,,,,,,,,,,,,,,,,,,,
